ID,Reviewer,Rating,Review Time,Review Content,Owner Response
1,Simone Florence,5,2023-02-06,"Beautiful facilities, well structured classes and amazing coaches! Richard is really good with people of all levels and takes the time to explain things during classes. Every week is different and I always end up learning new useful skills.",None
2,Melanie Francis,5,2023-04-07,"Been coming to this gym for years and will never do this sport anywhere else! Everyone is so friendly, and you really feel like part of the H2O family from your first day.
All the coaches are amazing and will help you with any questions that you have, no matter what your goals are!",None
3,Piotr Bucholc,5,2022-07-06,"Great materials arts gyms - Whether you're completely new, intermediate or advanced, coach Ho takes the time to make you feel welcome. Explain everything classes in great detail, natural ability to teach. Same goes for his assistant coaches. Would definitely recommend!",None
4,Deborah Mete,5,2022-08-10,"H2O is an amazing gym. Staff and clients are all friendly and welcoming.
I have to say, that it’s been only a month and a bit since I’ve joined the women's kickboxing boot camp class. Not only is the class a great workout, it’s motivating and fun and always makes you want to come back for more. Richard and his trainers are all wonderful and determined to make us pull a sweat. They take their time to explain the routine and make sure to stand close by should you need any guidance. I have gained more strength and continue to see a difference in my body.
I have lost 15 pounds in little over a month ,and will continue to to be determined and motivated thanks to Richard and his team.
Thanks again 😊",None
5,Monyka R.,5,2022-08-10,"H20 MMA is a good stop for all levels. Richard easily integrates newbies, motivates intermediates, and pushes advanced learners. He’s passionate about the sport, his business, and is attentive towards his students. The gym culture is also positive. His staff is knowledgeable, professional, and friendly. I’ve always felt comfortable asking a question. It’s all about having fun, getting a good sweat, and learning. See you there!",None
6,Elizabeth Rouillard,5,2022-11-08,"5 STARS!! I love training at H2O. I have been doing the muai thaï class for the past year and it’s always great combos and cardio! Richard and all of his staff are really nice people and are always very helpful. The gym is always top notch, very clean and has fresh equipment. I would recommend this place if you’re looking for a kickboxing or mma gym in Montreal! 🙂",None
7,Gabriela Correa Martínez,4,2022-07-06,"I went to their women's kickboxing classes for almost four months and I have to say they're great!.
Super nice staff, easy to pay and really nice and open spaces to practice.
The only thing that I was missing is the feedback from the teacher, so is kinda difficult to know your mistakes, specially being a beginner.
But overall, recommended!",None
8,Alisa S.,5,2022-11-08,"Awesome gym! Coaches and staff are friendly, passionate and knowledgeable. They also have various sections for any training/workout. Ladies, you’ll love the Women’s Kickboxing Bootcamp :)",None
9,justin khuu,5,2022-12-08,Never got the chance to say thank you for letting me participate in the Muay Thai class. Overall great experience. Solid training and great people. Definitely will stop by again anytime I come to Montreal.,None
10,Khaled El Hallak,5,2022-07-06,"I have trained at different gyms internationally and in Montreal. H2O is one of the best.. high skilled instructors, clean and up to date facility, very welcoming, friendly and safe environment! I would recommend it to any age group, beginner or professional!",None
11,Moe tag,5,2022-11-08,"This gym has the best coach and the best environment for beginners, amateurs and professionals, everybody feels welcome here and it feels like one big happy family, this will always be my gym for as long as I live in Montreal, H20 mma is the best place to train!",None
12,D. P.,5,2022-09-09,"Haven't trained here for years due to not living in Montreal anymore but I felt a need to shout out this gym.

H20 is probably the most accessible MMA gym in Montreal. Tristar is the most well known and famous but it can be a bit intimidating for newer people. A lot of other ""MMA"" gyms often are really good at one aspect of MMA and are lacking in others areas. Richard is a black belt in BJJ and a well accomplished  striking coach so he's built a pretty good all around gym. I'm mostly just a grappler so I can only comment on the BJJ here and it's great with a lot of variety and skill levels. The facility being as large as it is makes for a great training space as well.

Richard is also legitimately one of the nicest gym owners in the city. Not a mean bone in his body.",None
13,Sofia Fabritchny,5,2022-07-06,"Been training at this gym since April and I love it! Very professional environment, great instructors and teachers. Learned a lot of things and was able to progress in martial arts. I would recommend to anyone, you will not regret it!",None
14,T,5,2022-07-06,I've been training at h2o for a few months now  and it's honestly the best gym I've ever trained in. Richard the head coach gives attention to all his students regardless of their experience or goals in the sport. The guys there are very humble too especially the pros they never hesitate to help out.,None
15,Martin Spasov,5,2022-07-06,Amazing gym and coaches. I felt welcome from the day i walked in and have been going almost daily since. Usually this caliber of mma gyms are not that beginner friendly since they focus on their professionals but Coach Ho takes the time to be there with every single student regardless of experience. I am happy to say that H2O is like my second home right now and would recommend it to anyone!,None
16,Alex Guindon,5,2022-07-06,"Whether you’re a beginner or a pro, H2O MMA is by far the best martial arts gym in Montreal. Everyone is so knowledgeable, professional and welcoming. I’ve been going there for a couple of months and I absolutely love it. Highly recommend!",None
17,Vijay Valentino,5,2022-07-06,"For years I tried to find the right training facility for my son & daughter to train at. A place that has a professional and safe environment to teach mix martial art. I personally myself did 7 years of personal 1 on 1 training in ninjutsu/jujitsu with my Sensei who has several dan black belts in different styles of martial arts and who also happened to also lived in Japan.
I wanted my kids to get the same level of technical experience, and Richard & his team from H20MMA bring exactly just that. Hand down H20MMA is a much more modern & up to date MMA facility that guarantees to create confident individuals. It’s also an added plus to see real professional MMA fighters daily at this facility with really professional fighting records. Just as a parent, You can visually learn and understand the work ethic these pro fighters have to be at their personal best, so imagine what you will learn by getting into the octagon.
Hands down this is best MMA facility in all of Montreal for all ages.
Most importantly, the place is well equipped, modern, clean, A+ hygiene.
Btw thanks Martin for being an excellent coach, my main man👊🏽.",None
18,Anja Moritz,5,2021-07-06,"Amazing kickboxing classes! Richard (the owner) always mixes up things so you get a great workout and leave feeling happy, relaxed, exhausted and already looking forward to the next class. He teaches you different techniques and spends time with each student to explain the moves properly. He’s also very quick to respond by message if you have any questions or concerns. I highly recommend this gym to anyone (beginner or advanced).",None
19,Émilie Turcotte-Calvé,5,2022-11-08,"Great gym!
The coaches are very competent and welcoming. You can join at any level.",None
20,Cliff Meister (Ronin Marketing),5,2022-07-06,"Before signing up, I did jiu-jitsu for 5-6 years. But I felt I had a gap in striking and wrestling.

There aren't many martial arts schools that offer multiple disciplines.

I decided to register at H2OMMA with Richard as a coach because he is an excellent coach and he adapts his lessons well to the students.

I love training at this gym because not only are the classes great, but we also have the flexibility to train as we want according to our goals.

Also the gym is always clean, which is an important factor for me.",None
21,Samuell S. G. Beaudoin,5,2022-07-06,"I've been to many different MMA gyms and H20 is definitively my favorite. Coaches are professional, very kind but hella tough, very understanding and real experts in their field. Would recommend to a beginner or expert. We also don't feel a difference according to the fighter's gender, everyone is treated equally.",None
22,myriam beauchamp,5,2022-12-08,"Just at my second class of kickboxing for women with Richard and I'm hooked! Clean gym with great customer service, decent pricing and 2 min walk from my home :)",None
23,M M,5,2022-08-10,"I’ve been going to the womens kickboxing class for a few months now and I see a lot of improvement in my body strength , I feel better after each class. The coaches are nice and knowledgeable , it’s a great place to train at !",None
24,Ashley,5,2020-07-06,"H20 is an amazing, highly professional gym that makes you feel as though you are part of a community or family when you’re there. The staff is super helpful and knowledgeable and the owner Richard makes it a point to get to know each and every one of his clients. I take my classes with my 10 yr-old daughter who loves it too! Definitely the best gym I’ve ever been to!",None
25,Lyn W,5,2020-07-06,"I had a great time here! I was interested in kickboxing, and their intro women's only class was the absolute best. Everyone is super friendly, and you get to learn a really wide variety of basic punches and kicks, along with general training exercises. It's an excellent stress reliever, and I was always wiped after each class. Great workout! There's also a more advanced MMA class once you get more experienced, along with one-on-one training for serious folks. Highly recommend!",None
26,Matthew Ballantyne,5,2022-07-06,"As a martial arts enthusiast from Toronto, I wanted to see what Montreal had to offer. This gym exceeded all my expectations. In the kickboxing class I attended, the staff and students shared a passion for all aspects from conditioning to technique. Would recommend for any athlete looking to improve their fighting skills.",None
27,Fabian Sosa Escalada,5,2019-07-07,"Great Experience. Friendly atmosphere. Find here some friends that are in the competitive circuit of MMA. The service was great, the teachers seems great. The staff very friendly and willing to show me the whole gym and explain me all activities. It seems several persons of the staff also train there which shows you this is a place they love to work in, and it shows in the way they care for me as a beginner. Go try it yourself, you can try the whole week full of classes.",None
28,Simon Massaglia,5,2019-07-07,"This is an amazing gym and training facility. Everyone training here has a great attitude and are very welcoming to anyone who comes to train here, whether from an other gym or just starting, everyone is so welcoming. The coaches are of the highest caliber and experience, they take the time to train everyone from the first day students to their UFC fighters, no one is ever left behind by the head coach/owner and the other coaches. The level of knowledge and experience in this training facility is way above average! I recommend anyone in the area or just visiting Montreal to visit.",None
29,Catherine Tebecherani,5,2019-07-07,"Best gym ever! The staff is absolutely inspiring and so friendly. My son has been in the Ninja kids class for a year now, it has helped him with confidence, self defence and so much more. He Ioves it. I myself joined the gym 8months ago, i’ve been taking private classes and also joined the woman’s kickboxing. Best coaches are there. This gym has completely changed my life!",None
30,Milka lins,5,2020-07-06,"Hello everyone!
What an amazing experience I had at H2O, the woman kickboxing classes are just fantastic!
Initially, I was a bit worried as I have never done any kind of art martial classes before, but the atmosphere is super friendly, our coach Mr. Richard Ho is also accommodating, that makes the difference! he is always ready to help (even for the clumsy ones! 🙋🏻‍♀️).
If I were you, I would definitely go and try one class, so you can see how great it is! and it is free, so what do you have to loose?
I wish I had known the gym before, but better late then never!",None
31,Reza Habib,5,2022-07-06,"Such an amazing facility, with an amazing team of trainers, coaches, and fighters. Great for everyone from beginners to professional fighters. A friendly and encouraging environment to learn martial arts and get into shape! Highly recommend.",None
32,Simon Massaglia,5,2022-07-06,"Best MMA / boxing / Muay Thai  / BJJ gym in the country. Coach Kevin Lan is the best boxing coach you can ask for. He’s the most dedicated caring and passionate coach you will ever meet. I’ve taken many private’s with him and attended his boxing classes in the past and I see amazing results every time. Make sure to ask about him when you get a chance to stop by and train. The knowledge of boxing this guy has is down to a surgical precision, he’ll take the tome to correct every detail and make you think not a better fighter or simply get into the best shape of your life.

H2O MMA has an amazing facility, clean and very well taken care of. Highly recommend if you’re just trying martial arts for the first time, to get in shape, or you’re looking for the right gym to make you achieve your goals in the sport. Coach Richard Ho will always make sure you have a great time while doing so.",None
33,Shayan Amiri,5,2022-07-06,"Having been to different MMA gyms around the country I can say that H2O is easily one of the best gyms, if not the best for MMA. Coach Richard Ho and Simon are very knowledge and understand the sport to its fullest extent. If you want to learn how to strike, grapple or just get into the best shape in your life look no further than H2O!",None
34,Marie-Josée Jobin,5,2020-07-06,"Amazing coach, amazing gym. Richard is sweet, always happy to teach, gives excellent advices. He has the ability to see the potential in people and help us get better. Training beside pro mma athletes could sound intimidating but H2O is super inclusive. Excellent vibe all the way!",None
35,Gen Gornicki,5,2019-07-07,"A year ago my kids joined the kids ninja class. The teachers are always so kind and skilled and patient. The gym is clean and pleasant. Super Knowledgeable staff. In fact, my kids’ experience was so good that it inspired me to join up for women’s kickboxing. I. Love. It. My life has gotten 100% better because of this gym. It is an experience the whole family can enjoy.",None
36,Revvol ThePriest,5,2019-07-07,"I signed up for the women’s kickboxing class a year and a half ago and it has been the best decision I have ever made. I’m stronger and more confident. Richard Ho not only has a great kickboxing workout, he teaches us many self defense techniques. I’ve met many amazing people who help to motivate me. My son also takes private training classes and they have helped him a lot.",None
37,Amanda Singer,5,2020-07-06,I never stepped foot into a mma gym and I felt so welcome and comfortable going in there for the first time. Richard was so welcoming and helpful and really made you feel comfortable. He is an excellent coach and the gym is very clean!!!  Richard is a total top of the line professional coach. I would not want to train anywhere else after experiencing H20mma.,None
38,Salma Louati,5,2022-12-08,100% recommend this gym !!! I've been taking the Women's Kickboxing classes for more than a month now and really enjoying it .,None
39,Seb Furtado,5,2020-07-06,"H2O MMA is a great place to train for anyone at any skill level. Even if you're a beginner who's never trained, Richard provides an excellent non-intimidating atmosphere for you to start learning, while also having a stable of highly trained elite combatants.The gym is AIR CONDITIONED, and is definitely the cleanest gym that I have ever trained in. Highly Recommended.",None
40,Robert Mindbender,5,2020-07-06,"So, I am not currently attending this gym, but I have many years ago at its original location, and gratefully will be attending it again since I will be living a 3 minute walk from there as of next week. I will say one thing, Richard is by far one of the nicest guys I've ever met in my life, so soft spoken, and yet a true warrior. I was dealing with a sciatic nerve injury way back and I even called the gym and asked his advice about it, he legit took a good 20 minutes on the phone with me giving me great advice about it. Flawless guy running a flawless facility, be there soon my friend :-D",None
41,Natasha Sciotto,5,2020-07-06,I absolutely love this place! Richard is an amazing coach. As you’re  doing your rounds he comes around and really perfects your techniques. It really shows how passionate he is about his work. His classes have helped my confidence tremendously and keeps me in shape. It’s always nice to punch the stress away at the end of the day!,None
42,Jocelyn Martel,5,2022-07-06,"I have try a lot of gym in my life and this is one of the best I've been to.
Everybody is friendly over there! The installation is very spacious and the coach is amazing !

I suggest you give it a try since it's only 10$ to try it!",None
43,Brandon Lee,5,2019-07-07,"This is the best gym in town. Originally i am from Quebec city i came in to learn and train. Immediatly i got welcome into the team by the owner and head coach. He makes sure to give you the best advice and is always there to give you extra coaching/time. Couple months later i am fighting, winning and representing this gym. No matter what are your goals i would highly recommend this place for anyone! You should try it out.",None
44,joey,5,2020-07-06,"Great gym, super friendly staff and encouraging atmosphere. The gym is great for everyone at any level of experience. The muay thai  is fun and intense. The Brazilian jiu jitsu classes are really fun and have the team at h2o are really good and challenging. Definitely recommend everyone to try out a free class!",None
45,Melissa M. Fernandes,5,2020-07-06,Richard is a great instructor. His womens only kickboxing class is great. He takes the time and shows you how to do the moves properly. I was afraid that I needed to be in shape or have some sort of cardio but all you need is motivation and willpower to do the class. It's great. A must try!!,None
46,Stephan Rajaratnam,5,2019-07-07,"I couldn’t ask for a better place to train!  Competitive yet family like environment.  Everyone is willing to help, the trainers and students knowledgeable.  I started here with no experience and was coached into doing things the correct way. I am constantly challenged and am introduced to new techniques frequently.  Quite honestly, the only way I would switch gyms is if I moved out of the area. I have friends that ask come train at their gym and keep telling that H20 MMA is the place to be.",None
47,Razan Abujarad,5,2022-12-08,This is by far the best MMA gym I’ve attended. Richard and the team are super attentive and knowledgeable.,None
48,M Chartier,5,2019-07-07,"I tried the women's only kickboxing class as a beginner (I had zero previous experience). Very positive vibes from both the instructor and the other women in the class, beginner-friendly, a great work out and overall a fun and supportive environment. Great intro to kickboxing and I'm stoked to now attend the classes on a regular basis.",None
49,Marisa Sagues,5,2019-07-07,"I have been wanting to learn kickboxing for years, but I've always been really intimidated. I am so glad I came to H20 MMA, they really help you learn and get out of your comfort zone while still being really adapting and understanding towards beginners. If anyone has been looking for a good martial art gym, look no further, I could not recommend it enough",None
50,Nina Lauren,5,2019-07-07,"I've been having fun training at H20 for a few years now and felt welcomed from Day 1. Everyone's humble, helpful and friendly. The gym is super clean too. Undeniably a top notch martial arts facility for either beginners or pros.",None
51,Cassandra E,5,2020-07-06,"I attended the free self-defense class taught by Ariane and Richard and it was a wonderful experience. I really appreciated the fact that at the beginning they talked about how the event came about and that it was by and for women. The fact that they gave us a lot of time to practice each move and came by everyone to give a little advice reinforced why they did this event and made me feel at ease!
I didn't feel rushed and felt like it resonates with what I needed!

I'm definitely going to keep attending classes, I would definitely recommend it! Especially for women who want to try but feel intimidated! the teachers make you feel at home.

thank you!",None
52,Stephen Harty,5,2019-07-07,"Awesome gym! Over the past 6 years of training at H20 I can say confidently that the people are extremely friendly and that the coaching is great. The facility, the coaching, and the people make H20 a great overall gym for BJJ and Muay Thai in Montreal!!",None
53,Craig D'Amours,5,2020-07-06,"Huge training facility! There is a designated area with weights and cardio machines for workouts while the gym is open if there is no class going on. Full sized cage to train in, boxing ring and plenty of mat space. The instruction is top level, and the facility is very clean. I will definitely go back there next time I am in Montreal!
If you drive there you might want to arrive early as it took me a while to find somewhere to park my car.","Hi Craig!  Glad you enjoyed your visit and training at H2O MMA.  And thanks for the great feedback on our facility.  Next time your in Montreal, ask me where the parking is.  There's actually tons of free parking on parrelel streets just a 1 min walk away.   I'll show you next time your here :)"
54,Nidia Lauzon,5,2020-07-06,"Great school with effective self-defense techniques, experienced instructors and a clean training room.
I really enjoy Muay Thai classes. Recently, I had the chance to try Bresilian Jiu Jitsu! They are totally different trainings but both are fully complementary to gain valuable self-defense.
I definitely recommend this school!",None
55,Audrey J,5,2020-07-06,You'll feel like a member of the H2O family as soon as you enter this gym. The staff is attentive to the students and care to help them become the best fighter they can be. This place is a true gem!,None
56,Nicowars Blank,4,2022-07-06,"Very good classes and teachers. For those that want to learn Muay Thai to fight and are new, go somewhere else at first, this is a terrible place to learn the basics, but is a fantastic place to become an amateur/pro.",None
57,Erica Chan,5,2022-11-08,Women's kickboxing classes are always fun and a good workout. Clean gym and friendly staff!,None
58,Deven Ye,5,2019-07-07,"Richard Ho, the owner and head coach of this MMA gym, has created an environment that is welcoming to everyone and anyone that has an interest in combat sports. Richard possesses a tremendous amount of knowledge and is also one of the most sought out coaches in the city by professional fighters (UFC fighters) all over the world. Wether you are looking to learn real combat skills or simply looking for a really good workout; Richard's women's kickboxing, muay thai, and jiu jitsu classes are excellent! I joined this gym back in January to get back in shape and now H2O is like my second home!",None
59,Sofia B.,5,2020-07-06,Had a great experience! Thanks to the whole amazing and sympathetic team for giving a great self defense seminar. Very professional and skilled coaches! Defenetly going back and trying bjjj classes with coach Richard and kickboxing with Ariannne and Cat!! Keep up the good work!,None
60,Katrina Tomczak,5,2019-07-07,"I have done different martial arts at different schools. It had been a while since training and this was a really amazing workout. the kickboxing class is much more cardio and circuit training, very fun and intense. the muay thai is amazing for technique and I get to practice my defense a lot more, which is my weak point. and then the jiu jitsu is so much fun! I have never done it and I am so lost but everyone is so very helpful.",None
61,Joël L. Boucher,5,2019-07-07,"One of the top MMA gym in Canada.  It is also beautifull and has a huge sufface for BJJ covered in Jukado mats.  The owner Richard is a renowned coach, former pro-mma fighter, and a super nice person!  Don’t miss the chance to train there.",None
